10.81.159.225,[13/Nov/2020:10:44:22 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[13/Nov/2020:10:44:28 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[13/Nov/2020:10:44:30 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_result_event.php
10.81.159.225,[13/Nov/2020:10:44:36 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_members.html
10.81.159.225,[13/Nov/2020:10:44:38 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_members.html
10.81.159.225,[13/Nov/2020:10:44:41 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_result_members.php
10.81.159.225,[13/Nov/2020:10:44:47 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_oversees.php
10.81.159.225,[13/Nov/2020:10:44:50 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_oversees.php
10.81.159.225,[13/Nov/2020:10:44:53 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_oversees.php
10.81.159.225,[13/Nov/2020:10:44:56 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_oversees.php
10.81.159.225,[13/Nov/2020:14:08:30 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15,No URL in log file
10.81.159.225,[13/Nov/2020:14:08:36 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15,No URL in log file
10.81.159.225,[13/Nov/2020:14:08:36 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15,No URL in log file
